"tweet","sentiment","id"
"What to do with all this nice weather today. Hmmm. I know what needs to be done but what will i do is the  question",NA,562
"Outside: 52.2 F, Humidity: 73%, Wind: (31) 8 mph, Press: 29.86"", Rain: 0.00",NA,563
"I hate thunder storms!!!",NA,564
"Looking at the 10 day weather is depressing...it was all rain/ thunderstorms...",NA,565
"Five Guys & Thor. By myself. Good rainy day. And feeling very thankful about it all in light of Joplin events.",NA,566
"#WEATHER:  12:56 pm: 70.0F. Feels F. 30.07% Humidity. 4.6MPH East Wind.",NA,567
"#WEATHER:  3:53 pm : 87.0F. Feels F. 29.89% Humidity. 6.9MPH Southwest Wind.",NA,568
"but i loooooooove thunderstorms &lt;3",NA,569
"Enjoying the water on the #highline. Why can't the weather be like this every day all year long? {link}",NA,570
"Huh....see this tht bullshit weather...I can't take it.",NA,571
"Today's session was postponed due to this ugly weather. I hope it brightens up for tomorrows wedding!",NA,572
"It's gloriously hot outside #ilovemississippi",NA,573
"Enjoying this nice weather. Very happy in life! Than you Jesus!",NA,574
"No AC in the house so I run in the shower and now I'm in the car omg it's to hot to not have AC it's 91 out",NA,575
"WHERE DID THE WARM WEATHER GO !?",NA,576
"@mention Hey you guys are under a severe thunderstorm warning",NA,577
"RT @mention: it's the middle of MAY!! why is it only 60 degrees?!",NA,578
"RT @mention: People please be smart today ..the weather is absolutely gorgeous but that doesn't mean you have to act a fool.",NA,579
"@mention will do dude weather is amazing. How many parcels arrived?",NA,580
"Ho3,me too! ^_^ RT @mention: LEE DONGHAE loves rainy seasons. #FishyFacts via: haetimes",NA,581
"The National Weather Service has Expired a Tornado Watch for Des Moines, Henry, Jefferson, Lee, Louisa, Van Buren,... {link}",NA,582
"@mention   I think I have some snow too!  (although it's finally Spring this week!)",NA,583
"#United States #Louisiana #NatalbanyAlbany forecast for May 8, mostly sunny and warm - Examiner.com",NA,584
"Sunshine!! Boo-yah!!",NA,585
"Beautiful weather here in #Lancaster, PA. Looking forward to getting caught up in the office this morning, practice & a great team dinner.",NA,586
"79.3F (Feels: 79.3F) - Humidity: 25% - Wind: 6.9mph NNE - Gust: 12.1mph - Pressure: 1005.5mb (-0.8)  #weather {link}",NA,587
"Severe risk of storms could extend into Joplin on Tuesday local weather honk reports.",NA,588
"Friday, sunshine! Get you Whiskey on this weekend!",NA,589
"I'm the pitts with this kinda weather. Every time I hear thunder or see lightning, I'm like Scooby Doo jumping in Shaggys arms. #terrified",NA,590
"How it's gone be nice mon-wed, and thursday&friday rainy? wtf.",NA,591
"Boo toronto weather!",NA,592
"#WEATHER: 12:53 am : 50.0F. Feels 48F. 29.89% Humidity. 5.8MPH West Wind.",NA,593
"SEVERE THUNDERSTORM WARNING until 3:30 for southern Beaver county.   Here's the info:   {link}   -Scott Harbaugh",NA,594
"oh no.... it hasnt even rained here so maybe it wont RT @mention: @mention we jus had a bad storm (cont) {link}",NA,595
"Half the road is sunny and the other half is cloudy. Weird.",NA,596
"@mention I'm actually loving this weather. If anything the video would be all shot in the studio.",NA,597
"@mention its nice outside but I don't kno if its warm enough for swimming lol",NA,598
"So cold outside...... I need my car..",NA,599
"This is perfect laying out weather",NA,600
"too windy to go golfing..#sadface",NA,601
"Is too hot outside to b out there.....were the ac at dang",NA,602
"#WEATHER:  10:47 pm: 60.0F. Feels F. 29.93% Humidity. 0.0MPH North Wind.",NA,603
"@mention I won't get to play you this year - my team is on Thursdays. :( Good luck tonight! It's perfect weather.",NA,604
"I THINK ITS DANGEROUS WHEN THE WEATHER MAKES IT UNBEARABLE TO TOUCH THE STEERING WHEEL.",NA,605
"I am soaking up this Sunny Bay Area weather!!!!!!!!!!!!",NA,606
"@mention oh nice hope you get done to enjoy the weather!! :)",NA,607
"#WEATHER:  10:53 pm: 49.0F. Feels 45F. 29.91% Humidity. 10.4MPH North Wind.",NA,608
"Happy sunny Friday! @mention @mention @mention @mention @mention @mention @mention @mention",NA,609
"SEVERE THUNDERSTORM WATCH {link}",NA,610
"#WEATHER:  1:18 am : 76.3F. Feels F. % Humidity. 4.7MPH Northeast Wind.",NA,611
"caught up in thunder, lightening and a hail storm running to the bus this morning... my worst nightmare",NA,612
"#WEATHER:  2:53 pm : 95.0F. Feels F. 29.72% Humidity. 19.6MPH South Wind.",NA,613
"Loving this winter weather... makes the fire place a real win. ON that note: Anyone know what started the fire on Signal HIll today?",NA,614
"A sunny day at SUNNY SIDE YARNS - Happy Monday Everyone!!",NA,615
"Y'know, it's the middle of may, and I swear, just a couple of weeks ago, it was swimming weather.  And now it's like 50 outside.  Booooo.",NA,616
"I get bitchy when it's hot outside . #truefact",NA,617
"@mention our weather is exactly what you have. Whatever we get y'all get about half a day later.",NA,618
"...A STRONG THUNDERSTORM WILL AFFECT KENT AND SUSSEX COUNTIES... AT 444 PM EDT...NATIONAL WEATHER SERVICE DOPPLER RADAR {link}",NA,619
"This weather is like good sex: I never want it to end",NA,620
"RT @mention: Storm which prompted the tornado warning for #Joplin has produced a funnel cloud south of Neutral, KS.",NA,621
"RT @mention: @mention i like sunny days",NA,622
"My goodness, it's 85F here in Frisco. Beautiful weather! Should I attempt to darken my ridiculously white body?",NA,623
"Goddamn this weather! Can't run in the rain. Oh well, at least PSN is back up.",NA,624
"""@mention: S/o to @mention and baby tez and the weather for gettin me sick!!! ugh  #notsogood"" girl my throat and stuff itching ugh",NA,625
"@mention it was drizzling, but its sunny at the same time",NA,626
"80 degrees in May... on a day as beautiful as this, let's pull the two seater out, baby. {link}",NA,627
"Thank you, Jesus, for one last week of nice weather before the Rapture. Amen.  {link}",NA,628
"...HEAVY RAIN EXPECTED WITH THUNDERSTORMS INTO EARLY THURSDAY MORNING... .THUNDERSTORMS WITH HEAVY RAINFALL ARE ANTICIP {link}",NA,629
"Expect sunny skies, temps in the 80s this week:  {link}",NA,630
"I am chilly today! Where did the warm weather go? #chs",NA,631
"#WEATHER: 12:53 pm : 92.0F. Feels F. 29.76% Humidity. 19.6MPH South Wind.",NA,632
"Beautiful, sunny day, with lots of sunshine and birds- hope to get some pots planted today.",NA,633
"Weather in Louisville this weekend has been so nice, even I want to go play in the yard.",NA,634
"brick is an understatement for how fucking cold it is out here -_- ...nah mean good thing im sum' like the human torch n shit ~hand movement",NA,635
"#weather Forecast for Friday {link}",NA,636
"Painting my toes outside and enjoying the weather :)",NA,637
"wish this weather wud make up its mind wot the f**k its doin",NA,638
"Its may 4th nd its cold/rainy. Jeans nd a jacket. #unreal",NA,639
"Love this weather!  Hoping it will stick around this time.",NA,640
"Grrrrr... I left my home dressing cute and b/c it was nice out... 30 mins later its freezing!!! :/",NA,641
"its cold as fuck outside",NA,642
"@mention Ohh. Lol. It's fifty cold degrees here in Milwaukee -_-",NA,643
"While I'm ready for the pleasant spring weather, it is nice to be able to wear all the sweaters I bought on clearance recently.",NA,644
"Rocking some Sunny Day Real Estate since it's sunny out...and because this band rules.",NA,645
"69 degrees is the perfect temperature. #randomfact.",NA,646
"Its 39 degrees F where I am in Maine.  Did we miss spring and summer and skip to fall.  Or did we travel back in time like my mc does",NA,647
"#WEATHER:  4:48 am : 74.7F. Feels F. % Humidity. 5.8MPH East Wind.",NA,648
"Love being tourist in my own city. Sunny stroll to Pike Place Market over lunch. Kneehigh Stocking Co. tonight with co-workers -shhh.",NA,649
"This Thurs will be high 60's & sunny! Come taste warm weather wines on the patio at Kelly's! 5-8 PM at 196 Crown St. Yes, it's FREE!",NA,650
"Hiked the Y today for the first time in years. Great weather, but I paid for it with a nasty sunburn. #hatesunburns",NA,651
"Severe #hurricane season predicted on Atlantic Coast -- {link}  #JerseyShore #weather",NA,652
"Of course the storm has to be where i'm headed. DX",NA,653
"Dis fuckin weather suck",NA,654
"#WEATHER:  4:52 am : 60.0F. Feels 60F. 29.85% Humidity. 4.6MPH East Wind.",NA,655
"A small portion of #Plumstead took a big hit from Sunday night's storm.  Check out photos online. Story and more pics in Tues. paper.",NA,656
"Mon 11:00: Cloudy. A few showers beginning near noon. Risk of a thunderstorm. Wind south 30 km/h gusting to 50. High 23. UV: 3 moderate.",NA,657
"#WEATHER:  12:52 am: 61.0F. Feels 59F. 29.83% Humidity. 12.7MPH East Wind.",NA,658
"Loving the weather........ {link}",NA,659
"Heavy rain suddenly in #Shelbyville #GunLake #wmiwx #storm",NA,660
"What a morning!! Things are getting kinda awesome with sunshine!!",NA,661
"RT @mention: RT @mention National Weather Service has issued a Tornado Warning for Collin and Denton counties until 8:45 pm.",NA,662
"M0ZIF QTH Weather 21:00 18.8&#xB0;C 62 pct 3.8 mph E {link}",NA,663
"Soooo hot out",NA,664
"RT ""@mention: One leeeetle lightning strike and practice is over...fuccck a storm""",NA,665
"Current Conditions: Fair, 62 FForecast: Tue - Sunny. High: 78 Low: 58 Wed - Sunny. High: 80 Low: 61Full Forecast at Yahoo! Weather (p...",NA,666
"Several reports by weather spotters of tornados spotted in Jasper cty near Joplin.",NA,667
"finally got the motivation to do the dishes. however i dislike this humidity. hopefully it starts raining soon...",NA,668
"Sunny, warm and dry.  Another Breezy day, Thursday more warmth: 75. Rain Fri-Mon",NA,669
"#NDSUBison SB takes on UMKC at noon in SL championship .. 52, windy, rainy ""Bison Weather""",NA,670
"RT @mention: SEVERE T-STORM WARNING ISSUED FOR MEIGS AND RHEA COUNTIES UNTIL 4:45 EDT",NA,671
"#WEATHER: 9:53 am M: 74.0F. Feels F. 29.74% Humidity. 16.1MPH Southwest Wind.",NA,672
"#WEATHER:  1:53 pm : 83.0F. Feels F. 29.78% Humidity. 16.1MPH Southeast Wind.",NA,673
"#WEATHER:  12:53 am: 79.0F. Feels F. 29.85% Humidity. 9.2MPH Southeast Wind.",NA,674
"#WEATHER:  2:56 pm : 93.0F. Feels F. 29.86% Humidity. 15.0MPH South Wind.",NA,675
"Aw crap weather...dont rainnn D:",NA,676
"Real Ale Ride opens in 37.5 hours.  Rain or shine.  Check website Friday evening for any weather related changes.... {link}",NA,677
"it's a beautiful, rainy day in Minneapolis, looking forward to teaching prenatal yoga @mention this morning to my beautiful mamas!",NA,678
"#BI: Winners at SQLBits - Wow - what a great trip through Europe! SQLBits8 was in beautiful and sunny Brighton , whi... {link}",NA,679
"@mention its the best esp on a rainy day!",NA,680
"Time to go soak up some rays in the 85 degree weather!",NA,681
"shidd it`s so fuckingg HOT outside !",NA,682
"@mention it was a little chilly today, but a good day at the market. loved the breakfast from the @mention!",NA,683
"@mention in regards to weather, which month is the best to travel to Dubai? Thank you!!!",NA,684
"Sky's looking grey so it's perfect weather for an evening run, hoping the knee holds up...",NA,685
"Freezing my ass off. I guess its life though",NA,686
"News you can use to do good in Austin. Enjoy the new issue of GivingCity on this rainy day. Click here to open. {link}",NA,687
"There was a thunderstorm this morning? News to me...",NA,688
"A beautiful sunny day today here on the Oregon Coast - enjoying the view and the rays today....",NA,689
"Severe Thunderstorm Warning for Cleburne, Independence, and White County in AR until 8:30am CDT. Tune to local TV for more info! #ARWX",NA,690
"The way this weather is lookin thats wats gone happen next.",NA,691
"Wth thunderstorms all weekend?",NA,692
"In denver...rain. Snow the mtns!",NA,693
"RT @mention: Freezing my ass off #summer?",NA,694
"icing my legs. finally finished 'Water for Elephants'. excited about dinner. love the weather today. #random",NA,695
"Good morning. Sadly another day like yesterday.... Icky weather. -.-",NA,696
"Beautiful weather in Chi-town. Going to grab Pizanos with @mention per the rockin rec of @mention",NA,697
"We're feeling quite tropical on this beautiful of sunny days.  In that spirit we made our infamously delicious... {link}",NA,698
"It's hot as hell outside!!!",NA,699
"#WEATHER:  6:47 am : 57.0F. Feels F. 30.02% Humidity. 0.0MPH North Wind.",NA,700
"@mention Sporting a bright yellow sundress and sandals. Taking advantage of a sunny day.",NA,701
"Weather, Y U so scary?",NA,702
"Warm weather, family, and bbq sounds like my kind of day.",NA,703
"RT @mention: The weather is looking amazing for this weekend! Patio drinking and poolside drinking will be happening. #DenverParty",NA,704
"I love this type of weather #Niceeeeeeee",NA,705
"Tornado watch. Gary says: stay weather aware.",NA,706
"It is freezing in this house..!!",NA,707
"Tryna find sme shade outside . Its too hot .",NA,708
"It is Hot AF outside. I felt liek I was melting",NA,709
"It's impossible to feel energized, bright, & cheery on days like today! I feel relaxed, lazy, & sleepy. What horrible weather for #EOGs. :(",NA,710
"Current Conditions: Fair, 74 FForecast: Thu - Partly Cloudy. High: 74 Low: 63 Fri - Scattered Thunderstorms. High: 79 Low: 63Full For...",NA,711
"Jazz Fest's second weekend opens beautifully: ... out last week's three-day opening salvo: with perfect weather,... {link}",NA,712
"OMG this weather is amazing!! I bet this is what it's like in Hobbiton every day!",NA,713
"Severe thunderstorm has intensified SW of Wichita Falls moving NE. Half-dollar hail and 60 mph winds now likely. -sm",NA,714
"@mention I am in RI and we are too close to not get together. Pretty please? no more snow storms to keep us apart.",NA,715
"Im sick of this clod cloudy weather",NA,716
"Whoa! 40,000 lightning strikes recorded during recent storm (via @mention) {link}",NA,717
"I mean for what? RT @mention: Just chillin outside waiting RT @mention: Isn't it?! RT @mention This weather is beautiful!",NA,718
"RT @mention: Copious sunshine has been melting the snow out of the mountains, including Cabin Peak.  -JB {link}",NA,719
"Sitting on the steps outside the Royal Concert Hall absolutely frozen solid waiting on @mention. Cannae hack this Scottish weather!",NA,720
"#WEATHER:  10:51 am: 70.0F. Feels F. 29.89% Humidity. 9.2MPH Southeast Wind.",NA,721
"87.1F (Feels: 95.4F) - Humidity: 65% - Wind: 15.9mph SE - Gust: 15.9mph - Pressure: 1010.1mb (+0.2)  #weather {link}",NA,722
"Seriously fuck my lawn. I hate mowing that shit... It's too cold outside to cut it anyways",NA,723
"Lovin this Weather on this Beautiful mothers day!",NA,724
"Northwest weather is #bipolar",NA,725
"#WEATHER:  6:53 pm : 44.0F. Feels 38F. 30.16% Humidity. 10.4MPH North Wind.",NA,726
"Fair and Windy and 77 F at Kingman (amos), AZ Winds are from the South at 31.1 gusting to 39.1 MPH (27 gusting to 34 KT {link}",NA,727
"Dang now the storm is headed to Dallas",NA,728
"This is why I make heauxes wait when they come get me! Outside freezing and folk aint here!",NA,729
"Rainy days r perfect days for shredding paper for the worms!",NA,730
"Perfect weather for a bike pub crawl! #letsdothis",NA,731
"Sweet tea, Adele and sunshine! What a gorgeous day!!",NA,732
"Its Gonna be. Beautiful day nd week - So ready to enjoy The Sunshine .",NA,733
"@mention Yes indeed!! 68 and sunny :) It's supposed to be nice all week",NA,734
"We'll be looking at a slight possibility of severe thunderstorms Tuesday through Thursday this week as a series of... {link}",NA,735
"@mention @mention woohoo! Love the warm weather!",NA,736
"sunny days are good days. nuff said.",NA,737
"#WEATHER:  5:53 am : 45.0F. Feels 39F. 29.84% Humidity. 11.5MPH South Wind.",NA,738
"#WEATHER:  10:53 am: 50.0F. Feels 44F. 29.99% Humidity. 16.1MPH Northwest Wind.",NA,739
"#WEATHER:  8:52 pm : 69.0F. Feels F. 29.71% Humidity. 16.1MPH East Wind.",NA,740
"Damn man a nigga is bored as Hell ... n its hot as fck outside... wat to do @mention and @mention",NA,741
"Just finished a windy-ass ride home from Cha-Ya in the Mission--is it ironic that I had a vegan dinner with @mention? Anyway, we dug it.",NA,742
"@mention ..its gloomy, wet and very windy in Cheshire. Ohhhh bring back the bright yellow thing in the sky :)",NA,743
"Sunny skies, high of 80 expected today: The capital city received an official 0.39 of an inch of rain before daw... {link}",NA,744
"Beautiful Chilly morning in Orlando. Swans and ducks were sleeping in.",NA,745
"San Antonio, Texas Weather :: 66F FAIR from San Antonio, Texas Weather {link}",NA,746
"HOT weather please come back!",NA,747
"Tied As Fuck Mane! Its Too Hot Outside 4 Dis Shit",NA,748
"enough with the #wind already! getting tired of this crazy #weather pattern in #Milwaukee",NA,749
"waking up to the beautiful sunshine :)",NA,750
"Right time for lunch with the family then off out for a nice family walk + dog!! Love sunny Sunday afternoons :-) see you all soon xx",NA,751
"eating the first of our baby lettuces in a salad.  I guess that's one of the bonuses of it still being quite chilly here in Western PA.",NA,752
"I got a fucking parking ticket. It's 55 degrees in may. Not happy AT ALL.",NA,753
"Generic tweet about how this weather is stupid and gross.",NA,754
"@mention its cold outside",NA,755
"When will the weather start getting nice?",NA,756
"love the #sunshine :-)",NA,757
"I guess I'm about to go enjoy this weather :) {link}",NA,758
"@mention sunny Barbados how lovely. I will be tweeting later #SBS",NA,759
"Really awesome #thunderstorm tonight! #GR @mention you are missing out. Just saying",NA,760
"Yo I'm getting hotter just thinking abt how hot it is outside.",NA,761
"Ice cold burr. Front patio. Good weather. Sounds like a good night to me",NA,762
"Can't wait any longer for warn weather. Why is it sooo cold?!?! :(!",NA,763
"#WEATHER:  9:54 pm : 54.0F. Feels 52F. 30.29% Humidity. 8.1MPH East Wind.",NA,764
"and it's Chaco weather!! #sohappy",NA,765
"Dam its hot out hear not coming out side any more today !",NA,766
"The weather is beauitful  today",NA,767
"im qlad its qunna warm right back up Friday. i would've been mad if my summer break started out chilly",NA,768
"loving the lightning storm!!!!",NA,769
"@mention I love it here, so beautiful, love the rain, good snow storms once and awhile, plus my WNBA  Seattle Storm.",NA,770
"@mention maybe if you came back to Austin you could enjoy the clear skies and beautiful sunshine with me!",NA,771
"I complain about this every day, but this #MOTHERFREAKIN #WEATHER BLOWS SO HARD!",NA,772
"i wonder if @mention is sleeping through this storm that is FREAKING ME OUT.",NA,773
"#weather, #tropicalweather: Tropical Cyclone Tracking updated through 1245Z 15 May 11. {link} #tropicalupdate",NA,774
"#thunderstorm",NA,775
"#WEATHER:  12:53 pm: 74.0F. Feels F. 29.88% Humidity. 11.5MPH Northwest Wind.",NA,776
"#thunderstorm",NA,777
"Outside grad=hot af! With no shade",NA,778
"I want warm weather! It's like 20 degrees colder than normal for May in WV.",NA,779
"i'm freezing and its may #notcool",NA,780
"Lovin this VA weather",NA,781
"It's going to be a great weekend.  Star party and great weather.  I'm doing my happy dance.",NA,782
"Too cold & rainy to wait in line at #rubyriot. Next time!",NA,783
"@mention That sounds great! Yes, it was good here too. Weather is finally nice. :)",NA,784
"A Severe Thunderstorm Warning is in effect until 7:00pm for Northwest Wichita and Central Wilbarger counties in... {link}",NA,785
"This weather is caca smh -__-",NA,786
"#WEATHER:  9:56 pm : 69.0F. Feels F. 30.05% Humidity. 3.5MPH Southwest Wind.",NA,787
"@mention @mention Excuse me... we have humidity in Cali. Nasty stuff it is",NA,788
"Severe Thunderstorm Warning for Cedar, Clinton, Jackson, Muscatine and Scott County in IA until 6:15pm CDT. #iawx",NA,789
"Sunny day in Greenville SC. Warm (make that ""hot""), but a right good day over all.",NA,790
"Wow!&lt;3 60 degrees outside and it`s not even 10 AM yet.... I`m so ready for summerr!!! :D",NA,791
"...A DEVELOPING THUNDERSTORM WITH HEAVY RAIN WILL AFFECT ORLEANS...LAMOILLE...AND WESTERN CALEDONIA COUNTIES THROUGH 3  {link}",NA,792
"#SantaFe Forecast for Rest Of Today: Partly cloudy early in the afternoon then becoming mostly cloudy. Windy. Is...  {link}",NA,793
"@mention yes I a mother of 4 the weather is nice from what I can see out the window the patio door is	crack the breeze smells good",NA,794
"NWSBHM: BMX issues Hazardous Weather Outlook (HWO) {link}",NA,795
"I'm so fucking miserable! Its 1000 degrees out here",NA,796
"@mention in re to what? the weather makes me feel happy & warm... the birthday makes me feel old",NA,797
"69 degrees. 22% humidity. Clear blue sky. Light breeze. THIS is my perfect. Where on the globe does this happen every day? I'll move there.",NA,798
"Scattered showers, thunderstorms possible for Las Vegas: Dark clouds provide a backdrop for the northern end of ... {link}",NA,799
"Itz hot out here sheesh!!!",NA,800
"If there is a better solitary pleasure than sitting on a balcony with a bottle of red wine as a thunderstorm rolls in, it's a mystery to me",NA,801
"What a great weekend. Fabulous weather. And we've seen both sets of parents. Yet it's still been great!",NA,802
"RT @mention Is it suppose to rain tonite?...the clouds getting kinda dark &lt; what area ...all I see is sunshine",NA,803
"Why is it, that everytime I have this appointment the weather sucks?? :|",NA,804
"#weather Arvada, Colorado Weather :: 52F FAIR {link}",NA,805
"THURSDAY'S FIRST FORECAST: Sunshine, high water {link}",NA,806
"I'm completely ok with the fact that it is May and it's cold outside.",NA,807
"Chillin wit my lil sister for the Nite&gt;&gt;&gt; Movie Nite&gt;&gt;&gt;Yayy&gt;&gt;&gt; Hopefully see my Boo Boo tomorrow&gt;&gt;&gt; it's going to be a rainy weekend&gt;&gt;&gt;",NA,808
"The weather looks like its back to norm! Ready to kick back, relax, and enjoy.",NA,809
"There is a crazy thunderstorm suddenly happening that just woke me up and nearly gave me a heart attack.",NA,810
"#WEATHER:  1:56 pm : 91.0F. Feels F. 29.85% Humidity. 11.5MPH West Wind.",NA,811
"#WEATHER: 7:56 am M: 55.0F. Feels F. 30.12% Humidity. 0.0MPH North Wind.",NA,812
"On my way to practice :) amazinq weather to be outside !!",NA,813
"#WEATHER:  1:53 pm : 80.0F. Feels F. 30.05% Humidity. 4.6MPH West Wind.",NA,814
"It's drizzling and windy outside. I'm dry and warm in a cocoon writing on my desk while reading Opinionated #Kindle mag and a book on iPad.",NA,815
"Chilly out yo.",NA,816
"Another rainy day. Blahhh",NA,817
"pretty sure the weather is on crack",NA,818
"Severe Thunderstorm Warning Bartholomew Decatur Jackson Jennings until 4:30. #inwx",NA,819
"Really bummed I wanna go to the @mention 2morow but we are still sick and its gonna be rainy out :(",NA,820
"RT @mention: Finally warm enough #inbend to eat outside. A nice glass of four graces Pinot blanc! #wine",NA,821
"I hate idiots its 80 degrees outside n u put the thermostat on 90 #killyouself cause u r really working my last nerve",NA,822
"detest #construction love #rain",NA,823
"#WEATHER: 11:54 am : 67.0F. Feels F. 29.95% Humidity. 11.5MPH South Wind.",NA,824
"@mention just the weather... its cold and rainy... and its may 17th. Lol",NA,825
"Gardner WX 05/08/11 09:00 AM | 73F, 67&#x25; Humidity, Feels Like 76F | Alerts: NO CURRENT ADVISORIES | {link}",NA,826
"Severe Thunderstorm Watch for portions of the area in MD until 9:00pm EDT. #mdwx",NA,827
"Whoever traded their soul for this week of gorgeous weather in Philly, thanks. It was totally worth it.",NA,828
"INCREASING HUMIDITY. Tonight, some clouds low 56. Friday, Mostly cloudy high 73. Saturday, cloudy with a few scatttered showers high 71.",NA,829
"RT @mention: For all you foodies out there, the Pantiles Food Festival in TW starts TODAY!! Great event & perfect weather for it! htt ...",NA,830
"GO: ...A STRONG THUNDERSTORM WILL MOVE ACROSS NORTHERN ORANGE...GUILFORD AND ALAMANCE COUNTIES THROUGH 1015 PM EDT... A {link}",NA,831
"Nachos + Cautioners + Post It scribbles + Friday afternoon = pouring my heart into our blog writing frenzy. Rainy afternoons are real good.",NA,832
"Bit chilly up here... lots of love, a southern fairy x x {link}",NA,833
"Severe Thunderstorm Warning for Pawnee and Rush County in KS until 5:15pm CDT. #kswx",NA,834
"The National Weather Service has issued a Severe Thunderstorm Warning for Hunterdon County in NJ.  Please see the... {link}",NA,835
"RT @mention: LAS TIME I REALLY FELT GOOD WEATHER LIKE DIS...I GOT SHOT!",NA,836
"never mind ,, its to damn COLD out . .",NA,837
"Because of the really nice weather, I don't think there will be a lot to do today",NA,838
"Sushi, a personal drink, good weather & laying under the tree on my day off: PRICELESS {link}",NA,839
"It's starting to rain here in Burlington. Check the weather before heading out {link}",NA,840
"Damn universal studios is hot as balls today.... but ill gladly trade nj weather for this :)",NA,841
"Pool party perfect weather (@ Residences At Miramar Luxury Condominiums) {link}",NA,842
"RT @mention: Dear May, #youwerecooluntil you decided to freeze.  Buuurrr.  Who is cold out there?",NA,843
"Awesome weather in Philly 2day",NA,844
"Sitting near the pizza oven and enjoying the atmosphere. Weather's great. (@ Zavino Wine Bar & Pizzeria) {link}",NA,845
"It's so hot outside .. Like it was raining like shit earlier wtf",NA,846
"this weather is absolutely depressing #depressed",NA,847
"Ok I am not digging this Florida weather it is like 95 today...",NA,848
"#WEATHER: 1:55 pm E: 75.0F. Feels F. 29.97% Humidity. 5.8MPH West Wind.",NA,849
"#BostonAllGigs Photoshoot Today? (Quincy): I had anticipated yet another rainy day outside, but it's very nice o... {link}",NA,850
"Running errands sans children on a sunny day in May. #ThingsIveComeToSavorLikeAFineWine",NA,851
"Im outta here. Hopefully the storm will put me to sleep. Gotta get on the grind again tomorrow morning. Night all......",NA,852
"Sounds like Joplin MO hospital got hit by a tornado. I hope everyone is ok. This weather is horrible.!",NA,853
"RT @mention: @mention hows the weather up there??///Weather stinks, but they're working on the field now. Play ball.",NA,854
"Summer job, great friends, great life, beautiful weather. I'm very happy right now.",NA,855
"AA: Partly Cloudy and Windy and 78 F at Salt Lake City International, UT Winds are from the South at 28.8 gusting to 40 {link}",NA,856
"Clearly the weather is only fuckin up in the north sid3...oh Jk just started to rain",NA,857
"@mention Depends on the weather. More rain and snow will delay repairs.",NA,858
"Freshly showered, got the rock music on and now I'm feeling ready to clean the house. Thank you sunshine for your motivation!",NA,859
"@mention the damn storm knocked the power out",NA,860
"Sunshine {link}",NA,861
"Love this weather!!!",NA,862
"Best storm. It reminds me of Florida, how I miss it &lt;/3",NA,863
"Forecast for Today: Sunny 72F/52F, Tomorrow: Partly Sunny 76F/59F {link} #weather",NA,864
"Laying down watching movies on this rainy day.",NA,865
"SEVERE THUNDERSTORM WATCH FOR NE KS OK. Micheal.",NA,866
"#WEATHER:  2:54 am : 75.2F. Feels F. % Humidity. 2.2MPH Northeast Wind.",NA,867
"I hope mothers day weather stay rite",NA,868
"78.6F (Feels: 78.6F) - Humidity: 94% - Wind: 13.6mph NE - Gust: 14.5mph - Pressure: 1008.4mb (-0.3)  #weather {link}",NA,869
"@mention I took my puppies for a walk in the mountains and for a swim in the river! Yay for the first sunny day in Utah! :) #MYCHOICE",NA,870
"Gardner WX 05/16/11 04:00 AM | 42F, 81&#x25; Humidity, Feels Like 42F | Alerts: NO CURRENT ADVISORIES | {link}",NA,871
"RT @mention: T-STORM WATCH #0300 issued for parts of the area in KY until 01:00 AM CT - {link} #tristatewx",NA,872
"@mention ahh i know right? tomorrow it's going to be sunny all day, ecstatic!",NA,873
"This rainy day is fitting my mood perfectly right now :(",NA,874
"RT @mention: Sunday: mostly sunny. Monday: partly cloudy. Weather for the optimist and pessimist coming up this week.",NA,875
"CedarRapidsIAWX Weather warning !50 kts High windspeed reached ! ******WEATHER WARNING TEST !**... Read more at {link}",NA,876
"Enjoying the sunshine!! Lovin' our fantastic weather this weekend!! #praisetheLORDeverybody :)",NA,877
"It's so warm here, I've been outside 2 days, and I don't want to go back to the city",NA,878
"@mention check the weather channel hourly and see when its gonna start rainin. im not at home.",NA,879
"Baseball game today.. What perfect weather for one! Kekambas abt to get another win",NA,880
"Sunny today, high 82 (28 C).",NA,881
"@mention any word on the Sea Doo's? ... and warm weather.lol",NA,882
"@mention not me! shit I waish I was there right now! its 45 degrees here!",NA,883
"Kinda bummed they knocked the Tahoe loop out of Stage 1 on account of the weather. #atoc",NA,884
"Im happy the sunshine is still gracing us with its presence",NA,885
"VIDEO: Meteorologist Mike Collier updates you on the storm potential {link}",NA,886
"Morning peeps not feeling this rainy day why does it have to rain all weekend when I'm off from work smh..",NA,887
"@mention weather is stupid here too",NA,888
"@mention Have you hit either of the rooftop bars at Market Pavillion Hotel or Vedue Inn?If not, could be fun if the weather is good!",NA,889
"Isn't it amazing how a warm sunny day can lift our spirits!",NA,890
"My type of weather outside...just the way I Love it!",NA,891
"I really hate Ohio weather.",NA,892
"EXAMS ARE OVER! Time to enjoy the sunshine! {link}",NA,893
"Opening Friday...staff is here..sun is out...beer is cold...menus are done...let the season begin!",NA,894
"Will soon be on my way to buy groceries on a rainy Friday afternoon.",NA,895
"Yeah I got a parking ticket but who cares with this weather Hendrix Viera",NA,896
"It's too damn hot to be outside cleaning out my car.. #dyin",NA,897
"rain so strong! oh hiyeah! it's like a storm in here! i love it so freakin baaaad! #mykindofweather",NA,898
